"rowid","fpl_hostname","fpl_name","fpl_disc","fpl_orbper","fpl_rads","fst_dist","fst_logg","cluster","simil"
"258","HAT-P-56","HAT-P-56 b","2015","2.79083","0.155","323.5","3.39","0","0.9509469171970472"
"259","HAT-P-57","HAT-P-57 b","2015","2.4653","0.179","282.08","4.25","0","0.8886857159013533"
"260","HAT-P-6","HAT-P-6 b","2007","3.85298","0.152","277.5","4.22","0","0.9712242846956876"
"261","HAT-P-65","HAT-P-65 b","2016","2.6054552","0.19399999999999998","841","3.98","0","0.9673668871898313"
"262","HAT-P-66","HAT-P-66 b","2016","2.972086","0.163","927","3.99","0","0.967048542908734"
"263","HAT-P-67","HAT-P-67 b","2017","4.8101025","0.214","320","3.85","0","0.9497638880793211"
"264","HAT-P-69","HAT-P-69 b","2019","4.7869491","0.172","343.9","4.11","0","0.9630101601005805"
"265","HAT-P-7","HAT-P-7 b","2008","2.20474","0.155","344.46","4.07","0","0.962765713651933"
"266","HAT-P-70","HAT-P-70 b","2019","2.74432452","0.192","329","4.18","0","0.9569988160814206"
"267","HAT-P-8","HAT-P-8 b","2008","3.07634","0.14400000000000002","212.84","4.15","0","0.9765846994494687"
"268","HAT-P-9","HAT-P-9 b","2008","3.92281072","0.14300000000000002","480","4.29","0","0.9726821004607221"
"269","HATS-1","HATS-1 b","2012","3.446459","0.134","303","4.354839473684218","0","0.9718495279163046"
"270","HATS-10","HATS-10 b","2015","3.312846","0.1","496","4.39","0","0.9751143080629584"
"271","HATS-11","HATS-11 b","2016","3.619188","0.165","967.34","4.19","0","0.9585897564698509"
"272","HATS-12","HATS-12 b","2016","3.142702","0.071","512.41","4.36","0","0.9795376106431661"
"273","HATS-13","HATS-13 b","2015","3.0440499","0.124","476","4.52","0","0.9744642873987588"
"274","HATS-14","HATS-14 b","2015","2.7667641","0.107","513","4.48","0","0.968404941334856"
"275","HATS-15","HATS-15 b","2016","1.74748753","0.114","689","4.45","0","0.9469381367667727"
"276","HATS-16","HATS-16 b","2016","2.686502","0.134","774","4.24","0","0.9471744560965383"
"277","HATS-17","HATS-17 b","2016","16.254611","0.08","339","4.42","0","0.950866899892326"
"278","HATS-18","HATS-18 b","2016","0.83784","0.13699999999999998","645","4.44","0","0.965670991212365"
"279","HATS-2","HATS-2 b","2013","1.354133","0.12","360","4.48","0","0.9550900012694223"
"280","HATS-22","HATS-22 b","2017","4.7228124","0.098","207.9","4.64","0","0.9796271575143869"
"281","HATS-23","HATS-23 b","2017","2.1605156","0.191","747","4.33","0","0.9423660772320535"
"282","HATS-24","HATS-24 b","2017","1.3484978","0.14300000000000002","510","4.37","0","0.9425992006012932"
"283","HATS-25","HATS-25 b","2016","4.2986432","0.129","466","4.35","0","0.9665398930326491"
"284","HATS-26","HATS-26 b","2016","3.3023881","0.18","907","3.94","0","0.9565293686260374"
"285","HATS-27","HATS-27 b","2016","4.637038","0.154","840","4.11","0","0.9458586773950325"
"286","HATS-28","HATS-28 b","2016","3.1810781","0.12300000000000001","521","4.48","0","0.9577306127458548"
"287","HATS-29","HATS-29 b","2016","4.6058749","0.129","351","4.39","0","0.9493966508558237"
"288","HATS-3","HATS-3 b","2013","3.547851","0.142","453","4.22","0","0.9690294862122928"
"289","HATS-30","HATS-30 b","2016","3.1743516","0.121","339","4.42","0","0.9454836773441875"
"290","HATS-31","HATS-31 b","2016","3.37796","0.168","872","4","0","0.9619960741509"
"291","HATS-32","HATS-32 b","2016","2.8126548","0.128","839","4.4","0","0.9638545323200279"
"292","HATS-33","HATS-33 b","2016","2.5495551","0.126","255","4.45","0","0.9448245331374903"
"293","HATS-34","HATS-34 b","2016","2.1061607","0.147","532","4.43","0","0.9314423739357817"
"294","HATS-35","HATS-35 b","2016","1.8209993","0.15","557","4.24","0","0.9298509778475275"
"295","HATS-36","HATS-36 b","2018","4.175186","0.11800000000000001","878.65","4.4","0","0.962907407764671"
"296","HATS-39","HATS-39 b","2018","4.5776348","0.161","773","4.16","0","0.9585508259798301"
"297","HATS-4","HATS-4 b","2014","2.516729","0.105","420","4.51","0","0.9610278395769055"
"298","HATS-40","HATS-40 b","2018","3.2642736","0.162","1431","3.92","0","0.9517517130072005"
"299","HATS-41","HATS-41 b","2018","4.193649","0.13699999999999998","800","4.14","0","0.9418288242542966"
"300","HATS-42","HATS-42 b","2018","2.292102","0.14400000000000002","942","4.2","0","0.958309482944963"
"301","HATS-43","HATS-43 b","2018","4.3888497","0.121","341","4.54","0","0.959990609917532"
"302","HATS-44","HATS-44 b","2018","2.7439004","0.11","463","4.51","0","0.9488342458280083"
"303","HATS-45","HATS-45 b","2018","4.1876244","0.132","818","4.3","0","0.9670756441992615"
"304","HATS-46","HATS-46 b","2018","4.7423729","0.09300000000000001","448","4.54","0","0.9570627962159177"
"305","HATS-5","HATS-5 b","2014","4.763387","0.094","257","4.53","0","0.9777539508034373"
"306","HATS-50","HATS-50 b","2017","3.8297015","0.11599999999999999","717","4.41","0","0.9678785983393731"
"307","HATS-51","HATS-51 b","2017","3.3488702","0.145","478","4.2","0","0.967380564437336"
"308","HATS-52","HATS-52 b","2017","1.36665436","0.142","631","4.45","0","0.963159645219842"
"309","HATS-53","HATS-53 b","2017","3.8537768","0.138","613","4.34","0","0.9507616999282775"
"310","HATS-54","HATS-54 b","2019","2.5441828","0.11","769","4.24","0","0.9444277224882891"
"311","HATS-55","HATS-55 b","2019","4.2042001","0.129","623.6","4.41","0","0.9558503804725029"
"312","HATS-56","HATS-56 b","2019","4.324799","0.17300000000000001","577.1","3.95","0","0.9350439851586811"
"313","HATS-57","HATS-57 b","2019","2.350621","0.11699999999999999","280","4.48","0","0.9709183038499062"
"314","HATS-58 A","HATS-58 A b","2019","4.2180896","0.11199999999999999","492","4.29","0","0.9207396233950756"
"315","HATS-59","HATS-59 b","2018","5.416081","0.11599999999999999","654.88","4.42","0","0.9745256280799259"
"316","HATS-59","HATS-59 c","2018","1422","0.113","654.88","4.42","0","0.974698534867001"
"317","HATS-6","HATS-6 b","2015","3.3252725","0.10300000000000001","148.4","4.68","0","0.9688304451105216"
"318","HATS-60","HATS-60 b","2018","3.560829","0.11800000000000001","494.3","4.15","0","0.9591745437219007"
"319","HATS-61","HATS-61 b","2018","7.817953","0.12300000000000001","694","4.03","0","0.9468608710392572"
"320","HATS-62","HATS-62 b","2018","3.2768837","0.10800000000000001","516.8","4.45","0","0.9557893658439347"
"321","HATS-63","HATS-63 b","2018","3.0566527","0.124","634.8","4.35","0","0.9454035722999186"
"322","HATS-64","HATS-64 b","2018","4.908897","0.172","1083","3.98","0","0.9463095384867536"
"323","HATS-65","HATS-65 b","2018","3.105161","0.154","495","4.3","0","0.9594474606895848"
"324","HATS-66","HATS-66 b","2018","3.1414391","0.145","1538","4.06","0","0.9557416873778074"
"325","HATS-67","HATS-67 b","2018","1.6091788","0.17300000000000001","982","4.28","0","0.9308442698642704"
"326","HATS-68","HATS-68 b","2018","3.5862202","0.127","618.2","4.08","0","0.935821364169285"
"327","HATS-69","HATS-69 b","2018","2.2252577","0.09699999999999999","420.3","4.5","0","0.9317028607475907"
"328","HATS-7","HATS-7 b","2015","3.185315","0.057999999999999996","257","4.54","0","0.969132170419575"
"329","HATS-70","HATS-70 b","2019","1.8882378","0.142","1307","4.17","0","0.949770229361208"
"330","HATS-8","HATS-8 b","2015","3.583893","0.09","829","4.39","0","0.9726168381619009"
"331","HATS-9","HATS-9 b","2015","1.915291","0.127","654.36","4.1","0","0.9337092822739467"
"332","HD 100546","HD 100546 b","2014","2319.5392238828044","0.7090000000000001","110.02","4.354839473684218","1","0.47881423181969507"
"333","HD 100655","HD 100655 b","2011","157.57001","0.124","137.72","2.79","1","0.7252903584362795"
"334","HD 100777","HD 100777 b","2007","383.70001","0.126","49.6","4.32","1","0.7999603557353465"
"335","HD 10180","HD 10180 c","2010","5.75969","0.034","39","4.39","1","0.771871911057142"
"336","HD 10180","HD 10180 d","2010","16.357","0.032","39","4.39","1","0.7719220432395238"
"337","HD 10180","HD 10180 e","2010","49.748","0.05","39","4.39","1","0.7712988178735564"
"338","HD 10180","HD 10180 f","2010","122.744","0.047","39","4.39","1","0.7714308189744663"
"339","HD 10180","HD 10180 g","2010","604.67","0.047","39","4.39","1","0.7714158136947615"
"340","HD 10180","HD 10180 h","2010","2205","0.087","39","4.39","1","0.7689580192356691"
"341","HD 101930","HD 101930 b","2005","70.46","0.098","30.05","4.33","1","0.7587879418781628"
"342","HD 102117","HD 102117 b","2005","20.8133","0.078","39.62","4.29","1","0.7381514217857591"
"343","HD 102195","HD 102195 b","2006","4.11377","0.13","29.36","4.49","1","0.8106418613575842"
"344","HD 102272","HD 102272 b","2008","127.58","0.11800000000000001","350.01","2.58","1","0.7111412174325183"
"345","HD 102329","HD 102329 b","2011","778.09998","0.115","218.42","2.96","1","0.7369105328457171"
"346","HD 102329","HD 102329 c","2018","1123","0.124","218.42","2.96","1","0.7360365744718435"
"347","HD 102365","HD 102365 b","2010","122.1","0.038","9.29","4.57","1","0.7699525513000404"
"348","HD 102843","HD 102843 b","2019","3090.942","0.121","62.87","4.354839473684218","1","0.8124980474445697"
"349","HD 102956","HD 102956 b","2010","6.4947","0.127","122.32","3.38","1","0.7606750921263404"
"350","HD 103197","HD 103197 b","2009","47.84","0.053","57.24","4.45","1","0.7568960136284482"
"351","HD 103720","HD 103720 b","2014","4.5557","0.129","41.6","4.43","1","0.8141093410951714"
"352","HD 103774","HD 103774 b","2013","5.8881","0.122","56.5","4.26","1","0.7816564383852478"
"353","HD 103949","HD 103949 b","2019","120.878","0.031","26.52","4.48","1","0.8162108897693399"
"354","HD 104067","HD 104067 b","2009","55.806","0.075","20.38","4.49","1","0.8136311789906946"
"355","HD 10442","HD 10442 b","2014","1032.3","0.124","135.89","3.19","1","0.7295857143943288"
"356","HD 104985","HD 104985 b","2003","199.505","0.115","100.86","2.85","1","0.7207209427125391"
"357","HD 106252","HD 106252 b","2002","1531","0.11599999999999999","38.23","4.36","1","0.8137428223828282"
"358","HD 106270","HD 106270 b","2011","1888","0.114","94.06","3.72","1","0.7876683425174675"
"359","HD 106315","HD 106315 b","2017","9.55237","0.022000000000000002","109","4.25","0","0.9820729767993072"
"360","HD 106315","HD 106315 c","2017","21.05704","0.04","109","4.25","0","0.9817505418978637"
"361","HD 10647","HD 10647 b","2006","989.2","0.127","17.34","4.62","1","0.7698603402743865"
"362","HD 106515 A","HD 106515 A b","2012","3630","0.115","34.12","4.41","1","0.7433861520533964"
"363","HD 106906","HD 106906 b","2013","2319.5392238828044","0.114","103.33","4.354839473684218","1","0.7323564517014788"
"364","HD 10697","HD 10697 b","1999","1075.69","0.11699999999999999","33.15","3.96","1","0.7920944083904375"
"365","HD 107148","HD 107148 b","2005","48.056","0.08800000000000001","49.49","4.45","1","0.8015601950492801"
"366","HD 108147","HD 108147 b","2002","10.8985","0.1","38.96","4.59","1","0.7595467109636369"
"367","HD 108341","HD 108341 b","2014","1129","0.12","49.4","4.45","1","0.7543656368381557"
"368","HD 108863","HD 108863 b","2011","437.7","0.122","165.52","3.07","1","0.751771151618689"
"369","HD 108874","HD 108874 b","2002","394.48123","0.125","59.62","4.44","1","0.7972308920730737"
"370","HD 108874","HD 108874 c","2005","1624","0.127","59.62","4.44","1","0.7970772864301683"
"371","HD 109246","HD 109246 b","2010","68.27","0.127","67.97","4.46","1","0.7957158007266545"
"372","HD 109271","HD 109271 b","2013","7.8543","0.04","55.96","4.28","1","0.7986567649475873"
"373","HD 109271","HD 109271 c","2013","30.93","0.048","55.96","4.28","1","0.7983779645926528"
"374","HD 109749","HD 109749 b","2005","5.239891","0.102","63.2","4.31","1","0.7794185797125772"
"375","HD 110014","HD 110014 b","2009","835.477","0.114","100.98","2.1","1","0.6460046906437507"
"376","HD 111232","HD 111232 b","2003","1143","0.11599999999999999","28.98","4.45","1","0.6719030168388295"
"377","HD 111591","HD 111591 b","2017","1056.4","0.11900000000000001","114.54","3.1","1","0.747354055014712"
"378","HD 111998","HD 111998 b","2016","825.9","0.11800000000000001","33.26","4.19","1","0.7981324326613233"
"379","HD 113337","HD 113337 b","2013","324","0.121","36.22","4.21","1","0.7768320107299085"
"380","HD 113538","HD 113538 b","2010","663.2","0.121","15.9","3.79","1","0.7808677385057794"
"381","HD 113538","HD 113538 c","2010","1818","0.127","15.9","3.79","1","0.7798377495420585"
"382","HD 113996","HD 113996 b","2017","610.2","0.11699999999999999","116.34","1.86","1","0.6446739605318762"
"383","HD 114386","HD 114386 b","2003","937.70001","0.126","27.95","4.45","1","0.7903849180052845"
"384","HD 114613","HD 114613 b","2014","4000","0.12","20.29","3.87","1","0.7706343919472057"
"385","HD 114729","HD 114729 b","2002","1121.79","0.128","37.85","4.05","1","0.7425546148194674"
"386","HD 114762","HD 114762 b","1989","83.9151","0.11","40.23","4.18","1","0.7020169748921926"
"387","HD 114783","HD 114783 b","2001","493.7","0.126","20.4","4.57","1","0.8015222120322973"
"388","HD 114783","HD 114783 c","2018","4319","0.129","20.4","4.57","1","0.8011609725835558"
"389","HD 11506","HD 11506 b","2007","1622.1","0.11800000000000001","51.34","4.43","1","0.7860375143519961"
"390","HD 11506","HD 11506 c","2008","223.41","0.13","51.34","4.43","1","0.7848545501022358"
"391","HD 116029","HD 116029 b","2011","670","0.125","123.68","2.98","1","0.7520295992093612"
"392","HD 116029","HD 116029 c","2018","907","0.125","123.68","2.98","1","0.751927491580154"
"393","HD 117207","HD 117207 b","2004","2621.75","0.12300000000000001","32.38","4.37","1","0.7871237243607782"
"394","HD 11755","HD 11755 b","2015","433.70001","0.11699999999999999","236.64","1.67","1","0.5697091837974835"
"395","HD 117618","HD 117618 b","2004","25.8","0.079","37.82","4.41","1","0.7838892094858979"
"396","HD 118203","HD 118203 b","2005","6.1335","0.121","92.51","4.08","1","0.7914640590698152"
"397","HD 119130","HD 119130 b","2019","16.9841","0.024","114.29","4.33","0","0.9798588222897225"
"398","HD 11964","HD 11964 b","2005","1945","0.129","33.57","4.03","1","0.7851624424626585"
"399","HD 11964","HD 11964 c","2008","37.91","0.049","33.57","4.03","1","0.7909012189354483"
"400","HD 11977","HD 11977 b","2005","711","0.11599999999999999","68.05","2.9","1","0.6674484347350262"
"401","HD 120084","HD 120084 b","2013","2082","0.11800000000000001","103.35","2.71","1","0.7058313878905182"
"402","HD 121504","HD 121504 b","2003","63.33","0.124","41.71","4.59","1","0.7692523847886004"
"403","HD 12484","HD 12484 b","2016","58.83","0.121","51.1","4.65","1","0.8151174386411008"
"404","HD 125595","HD 125595 b","2009","9.6737","0.022000000000000002","28.22","4.17","1","0.7960669335422859"
"405","HD 125612","HD 125612 b","2007","557.04","0.12","57.72","4.45","1","0.7677990015186672"
"406","HD 125612","HD 125612 c","2009","4.15514","0.04","57.72","4.45","1","0.7727617640022519"
"407","HD 125612","HD 125612 d","2009","2835","0.11599999999999999","57.72","4.45","1","0.7682135813126849"
"408","HD 12648","HD 12648 b","2015","133.60001","0.12300000000000001","183.15","2.18","1","0.6427804496503573"
"409","HD 126525","HD 126525 b","2018","960.41","0.095","37.69","4.38","1","0.7490311463342715"
"410","HD 12661","HD 12661 b","2000","262.70862","0.122","37.89","4.36","1","0.7888130598789326"
"411","HD 12661","HD 12661 c","2002","1708","0.12300000000000001","37.89","4.36","1","0.788732926197957"
"412","HD 126614","HD 126614 b","2009","1244","0.13","73.25","4.3","1","0.7764800373714015"
"413","HD 128311","HD 128311 b","2002","453.019","0.12300000000000001","16.52","4.61","1","0.8068577879939859"
"414","HD 128311","HD 128311 c","2005","921.538","0.11900000000000001","16.52","4.61","1","0.8073692113740893"
"415","HD 128356","HD 128356 b","2016","298.2","0.127","26.03","4.52","1","0.7682912538391582"
"416","HD 129445","HD 129445 b","2009","1840","0.124","67.57","4.28","1","0.7448592062860093"
"417","HD 130322","HD 130322 b","1999","10.70871","0.126","31.91","4.52","1","0.803342834795761"
"418","HD 131496","HD 131496 b","2011","896","0.12300000000000001","132.34","3.18","1","0.7617976946655696"
"419","HD 131664","HD 131664 b","2008","1951","0.111","52.89","4.45","1","0.7355382780448445"
"420","HD 13167","HD 13167 b","2018","2613","0.12","149.57","3.72","1","0.7801783365917979"
"421","HD 13189","HD 13189 b","2005","471.60001","0.114","504.71","1.62","1","0.5778185667331663"
"422","HD 132406","HD 132406 b","2007","974","0.11699999999999999","70.93","4.2","1","0.794349343940349"
"423","HD 132563","HD 132563 b","2011","1544","0.124","105.47","4.42","1","0.8028857946617167"
"424","HD 133131 A","HD 133131 A b","2016","649","0.125","47","4.39","1","0.7372490899192651"
"425","HD 133131 A","HD 133131 A c","2016","3568","0.131","47","4.39","1","0.7366112720026912"
"426","HD 133131 B","HD 133131 B b","2016","5769","0.122","47","4.41","1","0.7393047698620585"
"427","HD 134060","HD 134060 b","2019","3.2696","0.028999999999999998","24.2","4.43","1","0.7667733260292924"
"428","HD 134060","HD 134060 c","2019","1291.5646","0.054000000000000006","24.2","4.43","1","0.7659648860621561"
"429","HD 134987","HD 134987 b","1999","258.17999","0.124","26.2","4.31","1","0.7738514844538403"
"430","HD 134987","HD 134987 c","2009","5000","0.128","26.2","4.31","1","0.7735144347421384"
"431","HD 136352","HD 136352 b","2019","11.5824","0.019","14.81","4.39","1","0.7398656723888751"
"432","HD 136352","HD 136352 c","2019","27.5821","0.03","14.81","4.39","1","0.7397019743184619"
"433","HD 136352","HD 136352 d","2019","107.5983","0.026000000000000002","14.81","4.39","1","0.7397692345947428"
"434","HD 136418","HD 136418 b","2009","464.29999","0.122","105.49","3.45","1","0.7758925662220839"
"435","HD 13724","HD 13724 b","2019","14763.405","0.109","43.52","4.44","1","0.7637076733375738"
"436","HD 137388","HD 137388 b","2011","330","0.086","40.53","4.39","1","0.7325899337857067"
"437","HD 13908","HD 13908 b","2013","19.382","0.127","79.73","4.11","1","0.7875797591804417"
"438","HD 13908","HD 13908 c","2013","931","0.11800000000000001","79.73","4.11","1","0.7884242749024324"
"439","HD 13931","HD 13931 b","2009","4218","0.122","47.46","4.36","1","0.7953617634595369"
"440","HD 139357","HD 139357 b","2008","1125.7","0.114","112.45","2.9","1","0.7317516937850228"
"441","HD 1397","HD 1397 b","2018","11.53533","0.105","79.75","3.82","0","0.9215511381320051"
"442","HD 14067","HD 14067 b","2014","1455","0.11599999999999999","142.6","2.61","1","0.7058236417920345"
"443","HD 141399","HD 141399 b","2014","94.44","0.131","36.2","4.28","1","0.7956967826553933"
"444","HD 141399","HD 141399 c","2014","201.99","0.125","36.2","4.28","1","0.7962308741106344"
