"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"1487","Kepler-1099","b","Kepler-1099 b","Transit","0","2016","2.16845259","6.176108677507845","","8.4","0.0264","M-R relationship","2.83","0.252","0.026000000000000002","2.04","","766.34","1","0","1","19h14m59.99s","288.74996200000004","+48d16m37.8s","48.277176000000004","1209","15.134","G (Gaia)","13.697000000000001","Ks (2MASS)","","5837","4.45","-0.131","1.01","1","-0.02","[Fe/H]","3.63"
"1488","Kepler-11","b","Kepler-11 b","Transit","0","2010","10.3039","0.091","0.045","1.9","0.006","Mass","1.8","0.161","0.017","1.72","","146.36","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1489","Kepler-11","c","Kepler-11 c","Transit","0","2010","13.0241","0.107","0.026","2.9","0.009","Mass","2.87","0.256","0.026000000000000002","0.66","","107.22","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1490","Kepler-11","d","Kepler-11 d","Transit","0","2010","22.6845","0.155","0.004","7.3","0.023","Mass","3.12","0.278","0.028999999999999998","1.28","","51.12","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1491","Kepler-11","e","Kepler-11 e","Transit","0","2010","31.9996","0.195","0.012","8","0.025","Mass","4.19","0.374","0.038","0.58","","32.34","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1492","Kepler-11","f","Kepler-11 f","Transit","0","2010","46.6888","0.25","0.013","2","0.006","Mass","2.49","0.222","0.023","0.69","","19.53","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1493","Kepler-11","g","Kepler-11 g","Transit","0","2010","118.3807","0.466","0.15","25","0.079","Mass","3.33","0.297","0.03","4","","5.65","1","0","1","19h48m27.63s","297.115123","+41d54m32.9s","41.909138","658.59","14.2","V (Johnson)","12.18","Ks (2MASS)","","5663","4.37","0.031","0.96","1.06","-0.040999999999999995","[M/H]","8.5"
"1494","Kepler-110","b","Kepler-110 b","Transit","0","2014","12.691112","0.107","","4.01","0.0126","M-R relationship","1.83","0.163","0.017","3.6","","153.88","1","0","1","19h31m42.99s","292.92913300000004","+48d36m10.1s","48.602814","596.52","12.902000000000001","G (Gaia)","11.623","Ks (2MASS)","","5960","4.33","0.256","1.15","1.15","0.02","[Fe/H]","4.47"
"1495","Kepler-110","c","Kepler-110 c","Transit","0","2014","31.719775","0.198","","5.52","0.0174","M-R relationship","2.21","0.19699999999999998","0.02","2.81","","45.34","1","0","1","19h31m42.99s","292.92913300000004","+48d36m10.1s","48.602814","596.52","12.902000000000001","G (Gaia)","11.623","Ks (2MASS)","","5960","4.33","0.256","1.15","1.15","0.02","[Fe/H]","4.47"
"1496","Kepler-1100","b","Kepler-1100 b","Transit","0","2016","6.42200058","6.176108677507845","","3.71","0.0117","M-R relationship","1.75","0.156","0.016","3.8","","238.51","1","0","1","19h27m29.13s","291.871356","+44d05m14.6s","44.087376","940","13.822000000000001","G (Gaia)","12.456","Ks (2MASS)","","6247","4.26","0.042","1.21","1.34","0.05","[Fe/H]","2.69"
"1497","Kepler-1101","b","Kepler-1101 b","Transit","0","2016","81.3151059","6.176108677507845","","6.66","0.021","M-R relationship","2.47","0.22","0.023","2.43","","3.58","1","0","1","19h38m16.65s","294.569379","+45d40m16.5s","45.671257000000004","897","15.095999999999998","G (Gaia)","13.314","Ks (2MASS)","","5614","4.5","-0.386","0.94","0.91","-0.04","[Fe/H]","4.27"
"1498","Kepler-1102","b","Kepler-1102 b","Transit","0","2016","51.3285623","6.176108677507845","","7.56","0.0238","M-R relationship","2.66","0.237","0.024","2.21","","22.98","1","0","1","18h45m17.42s","281.322565","+48d03m59.4s","48.066505","986","14.922","G (Gaia)","13.380999999999998","Ks (2MASS)","","5724","4.48","0.125","0.96","0.94","-0.08","[Fe/H]","4.37"
"1499","Kepler-1103","b","Kepler-1103 b","Transit","0","2016","19.79191978","6.176108677507845","","5.77","0.0182","M-R relationship","2.27","0.203","0.021","2.71","","160.28","1","0","1","19h09m31.70s","287.38209","+49d27m08.6s","49.452396","921","14.073","G (Gaia)","12.731","Ks (2MASS)","","6092","4.36","0.522","1.11","1.15","-0.01","[Fe/H]","3.31"
"1500","Kepler-1104","b","Kepler-1104 b","Transit","0","2016","5.03728015","6.176108677507845","","2.04","0.00642","M-R relationship","1.23","0.11","0.011000000000000001","6.02","","813.52","1","0","1","19h37m52.45s","294.468554","+49d19m51.7s","49.331024","516","12.083","G (Gaia)","10.970999999999998","Ks (2MASS)","","6417","4.25","0.493","1.3","1.41","0.13","[Fe/H]","2.04"
"1501","Kepler-1105","b","Kepler-1105 b","Transit","0","2016","4.42157218","6.176108677507845","","4.7","0.0148","M-R relationship","2.01","0.179","0.018000000000000002","3.18","","47.18","1","0","1","18h44m26.82s","281.111771","+42d27m17.8s","42.454931","369","15.142000000000001","G (Gaia)","12.370999999999999","Ks (2MASS)","","4299","4.62","-0.986","0.71","0.68","0.28","[Fe/H]","8.71"
"1502","Kepler-1106","b","Kepler-1106 b","Transit","0","2016","1.25275217","6.176108677507845","","3.36","0.0106","M-R relationship","1.65","0.147","0.015","4.11","","2399.97","1","0","1","19h24m34.85s","291.145201","+44d03m45.2s","44.062546000000005","1168","14.628","G (Gaia)","13.234000000000002","Ks (2MASS)","","6104","4.35","0.12300000000000001","1.11","1.17","0","[Fe/H]","3.09"
"1503","Kepler-1107","b","Kepler-1107 b","Transit","0","2016","0.57103852","6.176108677507845","","2.36","0.00742","M-R relationship","1.34","0.12","0.012","5.39","","2387.26","1","0","1","19h24m11.98s","291.049927","+39d08m30.0s","39.141674","457","14.128","G (Gaia)","12.152000000000001","Ks (2MASS)","","5268","4.55","-0.456","0.86","0.82","0.01","[Fe/H]","4.47"
"1504","Kepler-1108","b","Kepler-1108 b","Transit","0","2016","4.51005748","6.176108677507845","","2.73","0.00859","M-R relationship","1.46","0.13","0.013000000000000001","4.82","","206.41","1","0","1","19h44m10.16s","296.042339","+45d59m06.5s","45.985146","764","14.919","G (Gaia)","13.172","Ks (2MASS)","","5406","4.54","-0.275","0.88","0.84","-0.09","[Fe/H]","4.17"
"1505","Kepler-1109","b","Kepler-1109 b","Transit","0","2016","37.6467384","6.176108677507845","","5.43","0.0171","M-R relationship","2.19","0.195","0.02","2.84","","11.38","1","0","1","19h26m35.10s","291.64624399999997","+39d23m47.8s","39.396623999999996","797","14.265999999999998","G (Gaia)","12.707","Ks (2MASS)","","5893","4.41","-0.129","1.05","1.06","0.04","[Fe/H]","3.8"
"1506","Kepler-111","b","Kepler-111 b","Transit","0","2014","3.341815","0.046","","3.12","0.00982","M-R relationship","1.58","0.141","0.015","4.35","","677.5","1","0","1","19h26m36.76s","291.65317000000005","+44d41m17.8s","44.688274","669.92","13.419","G (Gaia)","12.11","Ks (2MASS)","","5952","4.38","0.154","1.1","1.16","0.14","[Fe/H]","4.57"
"1507","Kepler-111","c","Kepler-111 c","Transit","0","2014","224.784608","0.761","","42","0.132","M-R relationship","7.3","0.6509999999999999","0.067","0.593","","2.48","1","0","1","19h26m36.76s","291.65317000000005","+44d41m17.8s","44.688274","669.92","13.419","G (Gaia)","12.11","Ks (2MASS)","","5952","4.38","0.154","1.1","1.16","0.14","[Fe/H]","4.57"
"1508","Kepler-1110","b","Kepler-1110 b","Transit","0","2016","9.69312032","6.176108677507845","","7.56","0.0238","M-R relationship","2.66","0.237","0.024","2.21","","43.14","1","0","1","19h27m13.93s","291.808022","+38d37m21.7s","38.622703","726","15.887","G (Gaia)","13.604000000000001","Ks (2MASS)","","4781","4.62","-0.713","0.73","0.7","-0.16","[Fe/H]","4.79"
"1509","Kepler-1111","b","Kepler-1111 b","Transit","0","2016","8.79617863","6.176108677507845","","4.66","0.0147","M-R relationship","2","0.17800000000000002","0.018000000000000002","3.2","","118.52","1","0","1","19h41m51.21s","295.463372","+45d48m45.9s","45.812744","1142","14.715","G (Gaia)","13.244000000000002","Ks (2MASS)","","6077","4.36","-0.142","1.1","1.15","0.02","[Fe/H]","3.16"
"1510","Kepler-1112","b","Kepler-1112 b","Transit","0","2016","14.36267939","6.176108677507845","","9.38","0.0295","M-R relationship","3.02","0.26899999999999996","0.027999999999999997","1.87","","254.96","1","0","1","19h47m52.52s","296.968815","+47d45m05.4s","47.751488","1734","14.561","G (Gaia)","13.397","Ks (2MASS)","","6496","4.19","0.527","1.34","1.54","0.04","[Fe/H]","2.09"
"1511","Kepler-1113","b","Kepler-1113 b","Transit","0","2016","42.3004954","6.176108677507845","","8.3","0.0261","M-R relationship","2.81","0.251","0.026000000000000002","2.06","","22.85","1","0","1","19h17m37.61s","289.406695","+39d20m19.8s","39.338834000000006","1127","14.783","G (Gaia)","13.190999999999999","Ks (2MASS)","","5931","4.35","0.066","1.12","1.17","0.18","[Fe/H]","3.55"
"1512","Kepler-1114","b","Kepler-1114 b","Transit","0","2016","14.97435694","6.176108677507845","","2.39","0.007520000000000001","M-R relationship","1.35","0.12","0.012","5.34","","39.32","1","0","1","19h56m56.86s","299.236933","+45d50m04.9s","45.834697999999996","427","13.758","G (Gaia)","11.944","Ks (2MASS)","","5374","4.55","-0.34700000000000003","0.87","0.83","-0.08","[Fe/H]","4.27"
"1513","Kepler-1115","b","Kepler-1115 b","Transit","0","2016","23.5540725","6.176108677507845","","3.53","0.0111","M-R relationship","1.7","0.152","0.016","3.95","","516.1","1","0","1","19h39m58.03s","294.991772","+40d08m39.9s","40.144409","935","11.882","G (Gaia)","11.512","Ks (2MASS)","","8480","4.17","1.14","1.6","1.73","-0.51","[Fe/H]","1.12"
"1514","Kepler-1116","b","Kepler-1116 b","Transit","0","2016","41.6977827","6.176108677507845","","6.99","0.022","M-R relationship","2.54","0.22699999999999998","0.023","2.34","","15.79","1","0","1","19h27m44.08s","291.933655","+44d06m55.8s","44.115505","1017","15.235","G (Gaia)","13.482000000000001","Ks (2MASS)","","5641","4.48","-0.172","0.95","0.93","0.01","[Fe/H]","4.9"
"1515","Kepler-1117","b","Kepler-1117 b","Transit","0","2016","4.79028459","6.176108677507845","","1.41","0.0044399999999999995","M-R relationship","1.11","0.099","0.01","5.67","","194.98","1","0","1","19h28m20.35s","292.08477999999997","+49d14m14.9s","49.23748","619","14.124","G (Gaia)","12.463","Ks (2MASS)","","5612","4.49","-0.23600000000000002","0.95","0.93","0.03","[Fe/H]","4.27"
"1516","Kepler-1118","b","Kepler-1118 b","Transit","0","2016","38.6715075","6.176108677507845","","7.95","0.025","M-R relationship","2.74","0.244","0.025","2.12","","20.01","1","0","1","19h59m51.76s","299.965664","+44d09m39.2s","44.160896","818","14.956","G (Gaia)","13.04","Ks (2MASS)","","5688","4.46","-0.149","0.96","0.97","0","[Fe/H]","4.07"
"1517","Kepler-1119","b","Kepler-1119 b","Transit","0","2016","8.3265153","6.176108677507845","","4.35","0.0137","M-R relationship","1.92","0.171","0.018000000000000002","3.38","","","1","0","1","19h48m04.59s","297.019131","+44d19m39.1s","44.327521999999995","1288","15.067","G (Gaia)","13.456","Ks (2MASS)","","6083","4.35","0.396","1.11","1.17","0.03","[Fe/H]","3.09"
"1518","Kepler-112","b","Kepler-112 b","Transit","0","2014","8.408878","0.076","","6.17","0.0194","M-R relationship","2.36","0.21100000000000002","0.022000000000000002","2.58","","123.82","1","0","1","19h47m55.44s","296.981009","+43d12m35.1s","43.209751000000004","520.9","13.765999999999998","G (Gaia)","12.155","Ks (2MASS)","","5544","4.51","-0.188","0.89","0.84","-0.23","[Fe/H]","3.98"
"1519","Kepler-112","c","Kepler-112 c","Transit","0","2014","28.574263","0.172","","6.35","0.02","M-R relationship","2.4","0.214","0.022000000000000002","2.52","","24.25","1","0","1","19h47m55.44s","296.981009","+43d12m35.1s","43.209751000000004","520.9","13.765999999999998","G (Gaia)","12.155","Ks (2MASS)","","5544","4.51","-0.188","0.89","0.84","-0.23","[Fe/H]","3.98"
"1520","Kepler-1120","b","Kepler-1120 b","Transit","0","2016","2.94902905","6.176108677507845","","2.48","0.0078","M-R relationship","1.38","0.12300000000000001","0.013000000000000001","5.19","","206.87","1","0","1","19h23m39.48s","290.914483","+42d17m11.7s","42.286578999999996","635","15.304","G (Gaia)","13.17","Ks (2MASS)","","4904","4.6","-0.606","0.78","0.74","-0.04","[Fe/H]","4.68"
"1521","Kepler-1121","b","Kepler-1121 b","Transit","0","2016","13.15141081","6.176108677507845","","4.31","0.0136","M-R relationship","1.91","0.17","0.018000000000000002","3.4","","205.27","1","0","1","19h51m08.79s","297.786606","+47d53m10.1s","47.886127","529","12.017000000000001","G (Gaia)","10.795","Ks (2MASS)","","6231","4.14","0.43799999999999994","1.29","1.59","0.12","[Fe/H]","3.02"
"1522","Kepler-1122","b","Kepler-1122 b","Transit","0","2016","42.1917357","6.176108677507845","","4.82","0.0152","M-R relationship","2.04","0.182","0.019","3.12","","23.26","1","0","1","19h13m07.33s","288.280535","+46d20m27.3s","46.340903999999995","924","15.102","G (Gaia)","13.369000000000002","Ks (2MASS)","","5544","4.51","0.059000000000000004","0.92","0.89","-0.03","[Fe/H]","4.68"
"1523","Kepler-1123","b","Kepler-1123 b","Transit","0","2016","4.33946454","6.176108677507845","","3.43","0.0108","M-R relationship","1.67","0.149","0.015","4.05","","190.02","1","0","1","19h38m04.24s","294.517667","+50d40m13.4s","50.670398999999996","796","14.807","G (Gaia)","13.105","Ks (2MASS)","","5500","4.5","-0.306","0.93","0.9","0.05","[Fe/H]","5.13"
"1524","Kepler-1124","b","Kepler-1124 b","Transit","0","2016","2.85234897","6.176108677507845","","2.18","0.00687","M-R relationship","1.28","0.114","0.012","5.71","","50.78","1","0","1","19h06m22.63s","286.594273","+37d53m28.6s","37.891265999999995","177","15.968","G (Gaia)","12.825999999999999","Ks (2MASS)","","3658","4.93","-1.2790000000000001","0.35","0.34","-0.59","[Fe/H]","3.39"
"1525","Kepler-1125","b","Kepler-1125 b","Transit","0","2016","17.6700642","6.176108677507845","","4.04","0.0127","M-R relationship","1.84","0.16399999999999998","0.017","3.56","","252.79","1","0","1","19h41m55.49s","295.481223","+40d43m55.1s","40.73198","910","14.877","G (Gaia)","13.243","Ks (2MASS)","","5683","4.47","0.5870000000000001","0.95","0.94","-0.09","[Fe/H]","4.17"
"1526","Kepler-1126","b","Kepler-1126 b","Transit","0","2016","108.593329","6.176108677507845","","3.64","0.0115","M-R relationship","1.73","0.154","0.016","3.86","","4.55","1","0","1","19h02m46.08s","285.69199199999997","+45d41m21.8s","45.689396","668","14.020999999999999","G (Gaia)","12.534","Ks (2MASS)","","5798","4.46","-0.115","0.92","0.93","-0.26","[Fe/H]","5.5"
"1527","Kepler-1127","b","Kepler-1127 b","Transit","0","2016","5.12330347","6.176108677507845","","4.5","0.0142","M-R relationship","1.96","0.175","0.018000000000000002","3.28","","160.76","1","0","1","19h32m52.17s","293.217384","+42d43m14.5s","42.720707","996","15.133","G (Gaia)","13.463","Ks (2MASS)","","5664","4.47","-0.28","0.97","0.95","0.04","[Fe/H]","4.37"
"1528","Kepler-1128","b","Kepler-1128 b","Transit","0","2016","61.6178167","6.176108677507845","","12.9","0.0407","M-R relationship","3.65","0.326","0.033","1.46","","6.45","1","0","1","19h32m15.20s","293.063338","+39d24m12.4s","39.403444","1163","15.686","G (Gaia)","13.895999999999999","Ks (2MASS)","","5543","4.5","-0.27399999999999997","0.94","0.91","0.04","[Fe/H]","4.57"
"1529","Kepler-1129","b","Kepler-1129 b","Transit","0","2016","24.3397804","6.176108677507845","","9.06","0.0285","M-R relationship","2.96","0.264","0.027000000000000003","1.92","","32.27","1","0","1","19h26m25.08s","291.60449500000004","+41d18m33.7s","41.309360999999996","1258","15.257","G (Gaia)","13.783","Ks (2MASS)","","5831","4.44","-0.043","1","1","-0.04","[Fe/H]","4.07"
"1530","Kepler-1129","c","Kepler-1129 c","Transit","0","2016","76.5369586","6.176108677507845","","7.9","0.0249","M-R relationship","2.73","0.244","0.025","2.13","","7.01","1","0","1","19h26m25.08s","291.60449500000004","+41d18m33.7s","41.309360999999996","1258","15.257","G (Gaia)","13.783","Ks (2MASS)","","5831","4.44","-0.043","1","1","-0.04","[Fe/H]","4.07"
"1531","Kepler-113","b","Kepler-113 b","Transit","0","2014","4.754","6.176108677507845","","11.7","0.037","Mass","1.82","0.162","0.017","10.73","","105.33","1","0","1","19h11m59.49s","287.997883","+50d56m39.6s","50.944332","264.35","13.46","G (Gaia)","11.255","Ks (2MASS)","","4725","4.64","-0.601","0.75","0.69","0.05","[Fe/H]","6.89"
"1532","Kepler-113","c","Kepler-113 c","Transit","0","2014","8.92507","6.176108677507845","","8.7","0.02737","Mass","2.18","0.19399999999999998","0.02","4.3812565360303335","","45.6","1","0","1","19h11m59.49s","287.997883","+50d56m39.6s","50.944332","264.35","13.46","G (Gaia)","11.255","Ks (2MASS)","","4725","4.64","-0.601","0.75","0.69","0.05","[Fe/H]","6.89"
"1533","Kepler-1130","b","Kepler-1130 b","Transit","0","2016","5.45298175","6.176108677507845","","0.437","0.00137","M-R relationship","0.8","0.071","0.006999999999999999","4.69","","162.65","1","0","1","19h00m49.80s","285.207485","+45d23m03.7s","45.38435","234","12.395999999999999","G (Gaia)","10.662","Ks (2MASS)","","5403","4.57","-0.271","0.9","0.81","-0.06","[Fe/H]","1.58"
"1534","Kepler-1131","b","Kepler-1131 b","Transit","0","2016","3.53232449","6.176108677507845","","3.15","0.00993","M-R relationship","1.59","0.142","0.015","4.31","","453.14","1","0","1","19h42m36.36s","295.651494","+49d15m40.7s","49.261295000000004","1109","14.937000000000001","G (Gaia)","13.415999999999999","Ks (2MASS)","","5851","4.42","-0.040999999999999995","1.03","1.04","0.05","[Fe/H]","4.17"
"1535","Kepler-1132","b","Kepler-1132 b","Transit","0","2016","62.8916228","6.176108677507845","","6.12","0.0193","M-R relationship","2.35","0.21","0.022000000000000002","2.59","","4.55","1","0","1","19h05m28.19s","286.367463","+48d25m26.2s","48.423935","940","15.472000000000001","G (Gaia)","13.633","Ks (2MASS)","","5298","4.55","-0.379","0.87","0.83","-0.01","[Fe/H]","4.57"
"1536","Kepler-1133","b","Kepler-1133 b","Transit","0","2016","11.55562343","6.176108677507845","","4.54","0.0143","M-R relationship","1.97","0.17600000000000002","0.018000000000000002","3.26","","55.76","1","0","1","19h33m17.38s","293.322404","+42d52m02.9s","42.867470000000004","821","14.81","G (Gaia)","13.168","Ks (2MASS)","","5569","4.5","-0.25","0.93","0.9","-0.02","[Fe/H]","4.07"
"1537","Kepler-1134","b","Kepler-1134 b","Transit","0","2016","17.13263989","6.176108677507845","","7.46","0.0235","M-R relationship","2.64","0.23600000000000002","0.024","2.23","","29.86","1","0","1","19h42m16.32s","295.567982","+42d28m41.8s","42.478287","997","15.825","G (Gaia)","13.880999999999998","Ks (2MASS)","","5281","4.56","-0.44299999999999995","0.84","0.81","-0.1","[Fe/H]","4.9"
"1538","Kepler-1135","b","Kepler-1135 b","Transit","0","2016","76.957857","6.176108677507845","","4.08","0.0128","M-R relationship","1.85","0.165","0.017","3.54","","25.76","1","0","1","19h04m00.71s","286.002968","+44d45m23.7s","44.756592","728","14.295","G (Gaia)","12.75","Ks (2MASS)","","5656","4.47","0.43","0.96","0.94","0.02","[Fe/H]","4.47"
"1539","Kepler-1136","b","Kepler-1136 b","Transit","0","2016","2.36172433","6.176108677507845","","3.33","0.0105","M-R relationship","1.64","0.146","0.015","4.15","","150.06","1","0","1","18h56m25.87s","284.107796","+44d14m44.9s","44.245808000000004","545","15.642000000000001","G (Gaia)","13.174000000000001","Ks (2MASS)","","4512","4.63","-0.884","0.72","0.68","0.03","[Fe/H]","3.24"
"1540","Kepler-1137","b","Kepler-1137 b","Transit","0","2016","23.9210791","6.176108677507845","","5.48","0.0172","M-R relationship","2.2","0.196","0.02","2.83","","197.85","1","0","1","19h08m31.27s","287.13027200000005","+48d39m55.3s","48.665375","971","12.690999999999999","G (Gaia)","11.699000000000002","Ks (2MASS)","","6807","4.08","0.7390000000000001","1.5","1.84","0.05","[Fe/H]","1.58"
"1541","Kepler-1138","b","Kepler-1138 b","Transit","0","2016","3.17060005","6.176108677507845","","3.53","0.0111","M-R relationship","1.7","0.152","0.016","3.95","","245.9","1","0","1","19h03m35.82s","285.899242","+48d18m26.3s","48.307301","1101","15.335999999999999","G (Gaia)","13.754000000000001","Ks (2MASS)","","5582","4.49","-0.344","0.95","0.92","0.04","[Fe/H]","4.37"
"1542","Kepler-1139","b","Kepler-1139 b","Transit","0","2016","0.81316672","6.176108677507845","","1.81","0.0057","M-R relationship","1.19","0.106","0.011000000000000001","5.9","","1717.28","1","0","1","19h11m46.95s","287.94561699999997","+39d13m50.0s","39.230568","555","14.135","G (Gaia)","12.339","Ks (2MASS)","","5550","4.5","-0.33899999999999997","0.94","0.91","0.05","[Fe/H]","4.47"
"1543","Kepler-114","b","Kepler-114 b","Transit","0","2014","5.188549","0.053","","6.8","0.021","Mass","1.26","0.11199999999999999","0.012","18.7","588","92.53","1","0","1","19h36m29.14s","294.121421","+48d20m58.3s","48.349525","261.49","13.712","G (Gaia)","11.366","Ks (2MASS)","M0 V","4605","4.65","-0.711","0.77","0.67","0.07","[Fe/H]","2.69"
"1544","Kepler-114","c","Kepler-114 c","Transit","0","2013","8.041","0.06482","","2.8","0.009","Mass","1.6","0.14300000000000002","0.015","3.76","508","51.62","1","0","1","19h36m29.14s","294.121421","+48d20m58.3s","48.349525","261.49","13.712","G (Gaia)","11.366","Ks (2MASS)","M0 V","4605","4.65","-0.711","0.77","0.67","0.07","[Fe/H]","2.69"
"1545","Kepler-114","d","Kepler-114 d","Transit","0","2013","11.776","0.08358","","3.9","0.012","Mass","2.53","0.226","0.023","1.32","447","31.02","1","0","1","19h36m29.14s","294.121421","+48d20m58.3s","48.349525","261.49","13.712","G (Gaia)","11.366","Ks (2MASS)","M0 V","4605","4.65","-0.711","0.77","0.67","0.07","[Fe/H]","2.69"
"1546","Kepler-1140","b","Kepler-1140 b","Transit","0","2016","24.0862707","6.176108677507845","","8.1","0.0255","M-R relationship","2.77","0.247","0.025","2.09","","13.05","1","0","1","18h46m46.56s","281.693981","+46d56m47.2s","46.946449","657","15.453","G (Gaia)","13.297","Ks (2MASS)","","4850","4.61","-0.623","0.76","0.73","-0.08","[Fe/H]","5.01"
"1547","Kepler-1141","b","Kepler-1141 b","Transit","0","2016","2.34451194","6.176108677507845","","0.477","0.0015","M-R relationship","0.82","0.073","0.008","4.75","","1146.95","1","0","1","19h22m10.47s","290.543645","+47d43m33.2s","47.72588","365","12.335","G (Gaia)","10.966","Ks (2MASS)","","5791","4.38","0.138","1.01","1.07","0.04","[Fe/H]","6.17"
"1548","Kepler-1142","b","Kepler-1142 b","Transit","0","2016","18.3027248","6.176108677507845","","2.76","0.00869","M-R relationship","1.47","0.131","0.013000000000000001","4.77","","147.82","1","0","1","19h30m51.46s","292.71443500000004","+44d04m56.4s","44.082336","697","14.277999999999999","G (Gaia)","12.648","Ks (2MASS)","","5685","4.46","0.419","0.97","0.96","0.02","[Fe/H]","5.37"
"1549","Kepler-1143","b","Kepler-1143 b","Transit","0","2016","2.88890485","6.176108677507845","","3.43","0.0108","M-R relationship","1.67","0.149","0.015","4.05","","173.06","1","0","1","19h09m12.68s","287.302821","+39d17m22.9s","39.289688","632","15.194","G (Gaia)","13.075","Ks (2MASS)","","5053","4.58","-0.6659999999999999","0.81","0.77","-0.06","[Fe/H]","4.79"
"1550","Kepler-1143","c","Kepler-1143 c","Transit","0","2016","210.630591","6.176108677507845","","12.6","0.0398","M-R relationship","3.6","0.321","0.033","1.48","","0.57","1","0","1","19h09m12.68s","287.302821","+39d17m22.9s","39.289688","632","15.194","G (Gaia)","13.075","Ks (2MASS)","","5053","4.58","-0.6659999999999999","0.81","0.77","-0.06","[Fe/H]","4.79"
"1551","Kepler-1144","b","Kepler-1144 b","Transit","0","2016","17.14647302","6.176108677507845","","4.62","0.0145","M-R relationship","1.99","0.17800000000000002","0.018000000000000002","3.22","","62.06","1","0","1","19h20m10.39s","290.043293","+47d15m28.7s","47.257977000000004","1012","14.913","G (Gaia)","13.433","Ks (2MASS)","","5753","4.47","0.05","0.98","0.96","-0.03","[Fe/H]","3.98"
"1552","Kepler-1145","b","Kepler-1145 b","Transit","0","2016","3.97076766","6.176108677507845","","2.54","0.008","M-R relationship","1.4","0.125","0.013000000000000001","5.09","","","1","0","1","19h41m13.96s","295.308161","+43d02m39.9s","43.044415","714","15.45","G (Gaia)","13.314","Ks (2MASS)","","5064","4.59","-0.5589999999999999","0.79","0.75","-0.13","[Fe/H]","4.79"
"1553","Kepler-1146","b","Kepler-1146 b","Transit","0","2016","2.3522658","6.176108677507845","","2.04","0.00642","M-R relationship","1.23","0.11","0.011000000000000001","6.02","","227.96","1","0","1","19h06m51.99s","286.71662599999996","+47d25m32.3s","47.425633000000005","694","15.85","G (Gaia)","13.517999999999999","Ks (2MASS)","","4692","4.62","-0.7090000000000001","0.74","0.7","-0.06","[Fe/H]","4.9"
"1554","Kepler-1147","b","Kepler-1147 b","Transit","0","2016","10.62784997","6.176108677507845","","7.32","0.023","M-R relationship","2.61","0.233","0.024","2.26","","206.56","1","0","1","19h30m11.41s","292.54753700000003","+41d38m34.6s","41.642956","1476","15.356","G (Gaia)","13.877","Ks (2MASS)","","5941","4.36","0.223","1.09","1.14","0.11","[Fe/H]","3.8"
"1555","Kepler-1148","b","Kepler-1148 b","Transit","0","2016","1.10446351","6.176108677507845","","3.5","0.011","M-R relationship","1.69","0.151","0.015","3.98","","815.41","1","0","1","19h23m48.85s","290.953557","+45d43m10.3s","45.719536","682","15.280999999999999","G (Gaia)","13.200999999999999","Ks (2MASS)","","5054","4.58","-0.579","0.81","0.77","-0.02","[Fe/H]","4.57"
"1556","Kepler-1149","b","Kepler-1149 b","Transit","0","2016","3.73089898","6.176108677507845","","2.67","0.00839","M-R relationship","1.44","0.128","0.013000000000000001","4.91","","653.83","1","0","1","19h36m45.42s","294.18926","+45d09m05.7s","45.151577","1023","14.931","G (Gaia)","13.300999999999998","Ks (2MASS)","","5833","4.43","0.11699999999999999","1.02","1.01","0.02","[Fe/H]","3.98"
"1557","Kepler-115","b","Kepler-115 b","Transit","0","2014","2.403679","0.036","","1.32","0.0041600000000000005","M-R relationship","1.09","0.09699999999999999","0.01","5.6","","1215.76","1","0","1","19h50m50.84s","297.71184900000003","+45d15m42.9s","45.261925","634.97","13.392000000000001","G (Gaia)","11.97","Ks (2MASS)","","5979","4.31","0.121","1.07","1.21","0.07","[Fe/H]","4.57"
