"rowid","fpl_hostname","fpl_letter","fpl_name","fpl_discmethod","fpl_controvflag","fpl_disc","fpl_orbper","fpl_smax","fpl_eccen","fpl_bmasse","fpl_bmassj","fpl_bmassprov","fpl_rade","fpl_radj","fpl_rads","fpl_dens","fpl_eqt","fpl_insol","fpl_tranflag","fpl_cbflag","fpl_snum","ra_str","ra","dec_str","dec","fst_dist","fst_optmag","fst_optmagband","fst_nirmag","fst_nirmagband","fst_spt","fst_teff","fst_logg","fst_lum","fst_mass","fst_rad","fst_met","fst_metratio","fst_age"
"3620","Kepler-964","b","Kepler-964 b","Transit","0","2016","13.5225106","6.176108677507845","","5.14","0.0162","M-R relationship","2.12","0.18899999999999997","0.019","2.96","","43.92","1","0","1","19h41m12.02s","295.30009","+40d33m23.7s","40.556591","478","13.902999999999999","G (Gaia)","12.139000000000001","Ks (2MASS)","","5427","4.55","-0.32899999999999996","0.93","0.84","0.03","[Fe/H]","1.91"
"3621","Kepler-965","b","Kepler-965 b","Transit","0","2016","134.2527298","6.176108677507845","","11.4","0.0357","M-R relationship","3.38","0.302","0.031","1.62","","4.98","1","0","1","19h54m03.68s","298.515338","+41d53m28.3s","41.891205","618","13.333","G (Gaia)","11.91","Ks (2MASS)","","5886","4.33","0.084","1.05","1.15","0.03","[Fe/H]","5.5"
"3622","Kepler-966","b","Kepler-966 b","Transit","0","2016","99.747622","6.176108677507845","","16","0.0502","M-R relationship","4.13","0.368","0.038","1.25","","10.97","1","0","1","19h49m04.94s","297.270578","+50d07m18.5s","50.121811","773","14.444","G (Gaia)","12.745","Ks (2MASS)","","5840","4.43","0.163","1.02","1.02","0.04","[Fe/H]","4.07"
"3623","Kepler-967","b","Kepler-967 b","Transit","0","2016","13.22713379","6.176108677507845","","6.12","0.0193","M-R relationship","2.35","0.21","0.022000000000000002","2.59","","","1","0","1","19h06m13.94s","286.558075","+38d24m19.3s","38.405359999999995","499","14.450999999999999","G (Gaia)","12.395999999999999","Ks (2MASS)","","5178","4.56","-0.718","0.84","0.8","-0.03","[Fe/H]","5.89"
"3624","Kepler-967","c","Kepler-967 c","Transit","0","2016","198.7112502","6.176108677507845","","12.9","0.0407","M-R relationship","3.65","0.326","0.033","1.46","","","1","0","1","19h06m13.94s","286.558075","+38d24m19.3s","38.405359999999995","499","14.450999999999999","G (Gaia)","12.395999999999999","Ks (2MASS)","","5178","4.56","-0.718","0.84","0.8","-0.03","[Fe/H]","5.89"
"3625","Kepler-968","b","Kepler-968 b","Transit","0","2016","3.69298373","6.176108677507845","","4.66","0.0147","M-R relationship","2","0.17800000000000002","0.018000000000000002","3.2","","103.91","1","0","1","19h02m24.61s","285.602528","+50d06m43.3s","50.112038","312","14.25","G (Gaia)","11.831","Ks (2MASS)","","4598","4.63","-0.782","0.76","0.7","0.13","[Fe/H]","2.14"
"3626","Kepler-968","c","Kepler-968 c","Transit","0","2016","5.70940492","6.176108677507845","","3.5","0.011","M-R relationship","1.69","0.151","0.015","3.98","","58.15","1","0","1","19h02m24.61s","285.602528","+50d06m43.3s","50.112038","312","14.25","G (Gaia)","11.831","Ks (2MASS)","","4598","4.63","-0.782","0.76","0.7","0.13","[Fe/H]","2.14"
"3627","Kepler-969","b","Kepler-969 b","Transit","0","2016","34.1731714","6.176108677507845","","4.94","0.0155","M-R relationship","2.07","0.185","0.019","3.06","","10.17","1","0","1","19h13m29.40s","288.372508","+47d56m00.8s","47.933556","411","13.722000000000001","G (Gaia)","11.897","Ks (2MASS)","","5214","4.57","-0.4","0.92","0.82","0.22","[Fe/H]","1.51"
"3628","Kepler-969","c","Kepler-969 c","Transit","0","2016","1.6829346","6.176108677507845","","0.937","0.00295","M-R relationship","0.99","0.08800000000000001","0.009000000000000001","5.31","","564.58","1","0","1","19h13m29.40s","288.372508","+47d56m00.8s","47.933556","411","13.722000000000001","G (Gaia)","11.897","Ks (2MASS)","","5214","4.57","-0.4","0.92","0.82","0.22","[Fe/H]","1.51"
"3629","Kepler-97","b","Kepler-97 b","Transit","0","2014","2.58664","6.176108677507845","","3.51","0.011","Mass","1.48","0.132","0.013999999999999999","5.44","","767.96","1","0","1","19h09m18.39s","287.32662400000004","+48d40m24.4s","48.673431","405.58","12.812999999999999","G (Gaia)","11.345","Ks (2MASS)","","5779","4.43","-0.037000000000000005","0.94","0.98","-0.2","[Fe/H]","8.42"
"3630","Kepler-97","c","Kepler-97 c","Radial Velocity","0","2014","789","6.176108677507845","","344","1.08","Mass","5.638572630536984","0.5031279386290535","0.05169042316258316","4.3812565360303335","","","0","0","1","19h09m18.39s","287.32662400000004","+48d40m24.4s","48.673431","405.58","12.812999999999999","G (Gaia)","11.345","Ks (2MASS)","","5779","4.43","-0.037000000000000005","0.94","0.98","-0.2","[Fe/H]","8.42"
"3631","Kepler-970","b","Kepler-970 b","Transit","0","2016","16.73652231","6.176108677507845","","8.1","0.0255","M-R relationship","2.77","0.247","0.025","2.09","","11.11","1","0","1","19h18m30.06s","289.62523","+40d42m31.4s","40.708726","350","14.806","G (Gaia)","12.215","Ks (2MASS)","","4511","4.64","-0.884","0.7","0.67","-0.08","[Fe/H]","4.68"
"3632","Kepler-971","b","Kepler-971 b","Transit","0","2016","9.59070716","6.176108677507845","","5.18","0.0163","M-R relationship","2.13","0.19","0.02","2.95","","82.77","1","0","1","18h56m22.70s","284.094587","+41d10m58.2s","41.182821000000004","345","13.218","G (Gaia)","11.422","Ks (2MASS)","","5431","4.54","-0.318","0.88","0.85","-0.06","[Fe/H]","4.47"
"3633","Kepler-972","b","Kepler-972 b","Transit","0","2016","7.03932553","6.176108677507845","","19.5","0.0614","M-R relationship","4.65","0.415","0.043","1.07","","266.51","1","0","1","19h43m18.89s","295.82870299999996","+43d25m31.8s","43.425495","1304","14.892000000000001","G (Gaia)","13.373","Ks (2MASS)","","6146","4.33","0.115","1.15","1.22","0.04","[Fe/H]","2.82"
"3634","Kepler-973","b","Kepler-973 b","Transit","0","2016","49.6077331","6.176108677507845","","4.5","0.0142","M-R relationship","1.96","0.175","0.018000000000000002","3.28","","7.89","1","0","1","19h20m39.66s","290.165258","+49d55m25.9s","49.923862","297","13.234000000000002","G (Gaia)","11.302999999999999","Ks (2MASS)","","5213","4.58","-0.331","0.86","0.78","-0.06","[Fe/H]","2.29"
"3635","Kepler-974","b","Kepler-974 b","Transit","0","2016","4.19449651","6.176108677507845","","3.09","0.00972","M-R relationship","1.57","0.14","0.013999999999999999","4.39","","28.51","1","0","1","19h00m03.14s","285.013102","+40d13m14.7s","40.220753","121","14.413","G (Gaia)","11.056","Ks (2MASS)","","3687","4.76","-1.327","0.52","0.5","0.07","[Fe/H]","4.37"
"3636","Kepler-975","b","Kepler-975 b","Transit","0","2016","1.97034246","6.176108677507845","","2.79","0.008790000000000001","M-R relationship","1.48","0.132","0.013999999999999999","4.73","","328.7","1","0","1","19h22m11.65s","290.54855","+38d29m43.0s","38.495275","404","14.452","G (Gaia)","12.19","Ks (2MASS)","","4897","4.59","-0.595","0.8","0.75","0.07","[Fe/H]","3.89"
"3637","Kepler-976","b","Kepler-976 b","Transit","0","2016","105.9564148","6.176108677507845","","14.9","0.0467","M-R relationship","3.96","0.353","0.036000000000000004","1.32","","2.66","1","0","1","19h19m28.71s","289.869641","+46d43m46.9s","46.729706","1020","15.802999999999999","G (Gaia)","13.887","Ks (2MASS)","","5232","4.55","-0.368","0.87","0.83","0.07","[Fe/H]","4.68"
"3638","Kepler-977","b","Kepler-977 b","Transit","0","2016","26.85328322","6.176108677507845","","7.37","0.0232","M-R relationship","2.62","0.23399999999999999","0.024","2.25","","13.96","1","0","1","19h26m03.89s","291.51621","+42d14m53.5s","42.248196","664","14.823","G (Gaia)","12.92","Ks (2MASS)","","5315","4.55","-0.483","0.87","0.83","-0.01","[Fe/H]","4.57"
"3639","Kepler-978","b","Kepler-978 b","Transit","0","2016","49.6221509","6.176108677507845","","9.22","0.029","M-R relationship","2.99","0.267","0.027000000000000003","1.9","","","1","0","1","19h06m50.57s","286.710723","+43d02m36.4s","43.043453","624","13.374","G (Gaia)","12.011","Ks (2MASS)","","6002","4.38","0.14300000000000002","1.07","1.09","-0.01","[Fe/H]","3.63"
"3640","Kepler-979","b","Kepler-979 b","Transit","0","2016","8.0880135","6.176108677507845","","7.85","0.0247","M-R relationship","2.72","0.243","0.025","2.14","","77.84","1","0","1","20h01m29.11s","300.371281","+46d24m29.8s","46.408276","606","14.625","G (Gaia)","12.732000000000001","Ks (2MASS)","","5310","4.54","-0.396","0.87","0.83","-0.02","[Fe/H]","4.57"
"3641","Kepler-98","b","Kepler-98 b","Transit","0","2014","1.54168","6.176108677507845","","3.55","0.011","Mass","1.99","0.17800000000000002","0.018000000000000002","2.18","","1107.39","1","0","1","19h02m38.80s","285.66166200000004","+37d57m52.2s","37.964506","353.87","12.869000000000002","G (Gaia)","11.253","Ks (2MASS)","","5539","4.34","-0.166","0.99","1.11","0.18","[Fe/H]","2.79"
"3642","Kepler-980","b","Kepler-980 b","Transit","0","2016","11.55102504","6.176108677507845","","7.61","0.0239","M-R relationship","2.67","0.23800000000000002","0.024","2.2","","170.14","1","0","1","19h38m27.12s","294.613008","+45d03m36.6s","45.060169","804","14.112","G (Gaia)","12.665","Ks (2MASS)","","5935","4.41","0.217","1.05","1.06","0.01","[Fe/H]","3.55"
"3643","Kepler-981","b","Kepler-981 b","Transit","0","2016","4.46975774","6.176108677507845","","5.95","0.0187","M-R relationship","2.31","0.20600000000000002","0.021","2.65","","337.47","1","0","1","19h16m59.74s","289.248907","+47d39m00.4s","47.650101","913","14.704","G (Gaia)","13.169","Ks (2MASS)","","5718","4.47","-0.08800000000000001","0.98","0.96","0.01","[Fe/H]","4.07"
"3644","Kepler-982","b","Kepler-982 b","Transit","0","2016","15.7738221","6.176108677507845","","5.69","0.0179","M-R relationship","2.25","0.201","0.021","2.74","","185.2","1","0","1","19h13m40.24s","288.41767999999996","+46d35m25.5s","46.590427000000005","702","12.987","G (Gaia)","11.895","Ks (2MASS)","","6139","4.28","0.49700000000000005","1.16","1.29","0.05","[Fe/H]","3.55"
"3645","Kepler-983","b","Kepler-983 b","Transit","0","2016","60.0855082","6.176108677507845","","6.17","0.0194","M-R relationship","2.36","0.21100000000000002","0.022000000000000002","2.58","","31","1","0","1","19h00m24.97s","285.10406","+45d00m29.4s","45.008167","655","13.985999999999999","G (Gaia)","12.169","Ks (2MASS)","","6052","4.42","0.15","1.13","1.08","0.12","[Fe/H]","1.41"
"3646","Kepler-984","b","Kepler-984 b","Transit","0","2016","43.0342272","6.176108677507845","","5.14","0.0162","M-R relationship","2.12","0.18899999999999997","0.019","2.96","","13.99","1","0","1","19h47m50.13s","296.958868","+46d23m38.9s","46.394127000000005","461","13.468","G (Gaia)","11.83","Ks (2MASS)","","5610","4.49","-0.161","0.96","0.93","0.04","[Fe/H]","3.98"
"3647","Kepler-985","b","Kepler-985 b","Transit","0","2016","116.331901","6.176108677507845","","9.17","0.0288","M-R relationship","2.98","0.266","0.027000000000000003","1.9","","","1","0","1","19h20m34.63s","290.144308","+44d02m59.8s","44.049953","741","14.717","G (Gaia)","13.019","Ks (2MASS)","","5434","4.54","-0.316","0.91","0.85","0","[Fe/H]","3.39"
"3648","Kepler-986","b","Kepler-986 b","Transit","0","2016","56.4349938","6.176108677507845","","6.17","0.0194","M-R relationship","2.36","0.21100000000000002","0.022000000000000002","2.58","","10.86","1","0","1","19h32m22.56s","293.094007","+42d53m47.2s","42.896431","563","13.642000000000001","G (Gaia)","12.107000000000001","Ks (2MASS)","","5642","4.43","-0.08","0.96","0.98","0.04","[Fe/H]","6.17"
"3649","Kepler-987","b","Kepler-987 b","Transit","0","2016","105.3033148","6.176108677507845","","10.7","0.0336","M-R relationship","3.26","0.29100000000000004","0.03","1.7","","3.85","1","0","1","19h17m38.66s","289.41107","+46d07m51.1s","46.130848","936","14.979000000000001","G (Gaia)","13.375","Ks (2MASS)","","5637","4.51","-0.16399999999999998","0.97","0.91","0.01","[Fe/H]","2.45"
"3650","Kepler-988","b","Kepler-988 b","Transit","0","2016","17.76080053","6.176108677507845","","4.94","0.0155","M-R relationship","2.07","0.185","0.019","3.06","","6.56","1","0","1","19h22m50.01s","290.70838599999996","+42d14m14.1s","42.237251","248","15.213","G (Gaia)","12.29","Ks (2MASS)","","4005","4.73","-1.001","0.55","0.53","-0.32","[Fe/H]","3.16"
"3651","Kepler-989","b","Kepler-989 b","Transit","0","2016","7.96431535","6.176108677507845","","5.52","0.0174","M-R relationship","2.21","0.19699999999999998","0.02","2.81","","74.35","1","0","1","18h46m19.90s","281.582909","+47d14m01.1s","47.233631","484","14.408","G (Gaia)","12.415","Ks (2MASS)","","5074","4.58","-0.452","0.82","0.78","0.01","[Fe/H]","4.68"
"3652","Kepler-99","b","Kepler-99 b","Transit","0","2014","4.60358","6.176108677507845","","6.15","0.019","Mass","1.48","0.132","0.013999999999999999","10.9","","108.04","1","0","1","19h49m24.96s","297.35400400000003","+41d18m00.2s","41.300049","209.63","12.962","G (Gaia)","10.757","Ks (2MASS)","","4782","4.61","-0.618","0.79","0.73","0.18","[Fe/H]","1.47"
"3653","Kepler-990","b","Kepler-990 b","Transit","0","2016","9.91723428","6.176108677507845","","7.27","0.0229","M-R relationship","2.6","0.23199999999999998","0.024","2.27","","","1","0","1","19h51m45.17s","297.938209","+46d52m53.0s","46.881393","933","14.495","G (Gaia)","12.927999999999999","Ks (2MASS)","","5948","4.39","-0.084","1.05","1.08","0.01","[Fe/H]","3.55"
"3654","Kepler-990","c","Kepler-990 c","Transit","0","2016","0.53835431","6.176108677507845","","2.96","0.0093","M-R relationship","1.53","0.136","0.013999999999999999","4.54","","","1","0","1","19h51m45.17s","297.938209","+46d52m53.0s","46.881393","933","14.495","G (Gaia)","12.927999999999999","Ks (2MASS)","","5948","4.39","-0.084","1.05","1.08","0.01","[Fe/H]","3.55"
"3655","Kepler-991","b","Kepler-991 b","Transit","0","2016","82.5342519","6.176108677507845","","6.99","0.022","M-R relationship","2.54","0.22699999999999998","0.023","2.34","","1.37","1","0","1","19h48m21.76s","297.09065499999997","+49d37m35.7s","49.626571999999996","370","15.148","G (Gaia)","12.610999999999999","Ks (2MASS)","","4392","4.67","-0.897","0.64","0.61","-0.25","[Fe/H]","3.47"
"3656","Kepler-992","b","Kepler-992 b","Transit","0","2016","20.16034462","6.176108677507845","","3.26","0.0102","M-R relationship","1.62","0.145","0.015","4.21","","15.29","1","0","1","18h57m43.27s","284.43028","+47d38m30.4s","47.641785","268","13.39","G (Gaia)","11.274000000000001","Ks (2MASS)","","4944","4.6","-0.609","0.8","0.74","-0.04","[Fe/H]","3.02"
"3657","Kepler-993","b","Kepler-993 b","Transit","0","2016","22.08557563","6.176108677507845","","9.11","0.0287","M-R relationship","2.97","0.265","0.027000000000000003","1.91","","3.95","1","0","1","19h30m27.38s","292.614101","+44d23m40.8s","44.394661","298","15.924000000000001","G (Gaia)","12.729000000000001","Ks (2MASS)","","3843","4.72","-1.148","0.57","0.54","0.03","[Fe/H]","3.89"
"3658","Kepler-994","b","Kepler-994 b","Transit","0","2016","1.15116651","6.176108677507845","","3.19","0.01","M-R relationship","1.6","0.14300000000000002","0.015","4.28","","243.98","1","0","1","19h16m17.33s","289.072225","+47d24m25.5s","47.407070000000004","170","14.465","G (Gaia)","11.453","Ks (2MASS)","","3934","4.72","-1.117","0.56","0.54","-0.13","[Fe/H]","3.24"
"3659","Kepler-995","b","Kepler-995 b","Transit","0","2016","28.26731672","6.176108677507845","","7.75","0.0244","M-R relationship","2.7","0.24100000000000002","0.025","2.16","","11.92","1","0","1","18h58m27.77s","284.615727","+39d07m51.7s","39.131038000000004","659","14.880999999999998","G (Gaia)","13.020999999999999","Ks (2MASS)","","5206","4.57","-0.456","0.83","0.8","-0.07","[Fe/H]","5.01"
"3660","Kepler-996","b","Kepler-996 b","Transit","0","2016","3.77059058","6.176108677507845","","4.58","0.0144","M-R relationship","1.98","0.177","0.018000000000000002","3.24","","723.08","1","0","1","19h27m39.07s","291.91278900000003","+41d32m01.0s","41.533611","1098","14.639000000000001","G (Gaia)","13.171","Ks (2MASS)","","6014","4.36","0.21899999999999997","1.09","1.14","0.03","[Fe/H]","3.63"
"3661","Kepler-997","b","Kepler-997 b","Transit","0","2016","2.70730672","6.176108677507845","","2.42","0.00761","M-R relationship","1.36","0.121","0.012","5.29","","1900.13","1","0","1","19h16m56.01s","289.233369","+49d56m20.2s","49.938934","470","11.847999999999999","G (Gaia)","10.607999999999999","Ks (2MASS)","","6150","4.14","0.479","1.22","1.56","0.05","[Fe/H]","3.63"
"3662","Kepler-998","b","Kepler-998 b","Transit","0","2016","5.65377733","6.176108677507845","","5.99","0.0189","M-R relationship","2.32","0.207","0.021","2.64","","409.92","1","0","1","19h47m01.00s","296.754151","+49d12m31.5s","49.208744","996","14.341","G (Gaia)","12.888","Ks (2MASS)","","6058","4.34","0.14800000000000002","1.12","1.18","0.07","[Fe/H]","3.31"
"3663","Kepler-999","b","Kepler-999 b","Transit","0","2016","5.99185702","6.176108677507845","","6.08","0.0191","M-R relationship","2.34","0.209","0.021","2.61","","740.17","1","0","1","19h58m38.51s","299.66046600000004","+46d11m54.3s","46.198418","568","12.234000000000002","G (Gaia)","10.915999999999999","Ks (2MASS)","","6237","4.11","0.462","1.29","1.65","0.05","[Fe/H]","3.09"
"3664","L 98-59","b","L 98-59 b","Transit","0","2019","2.25314","0.0233","0.1","0.437","0.00137","M-R relationship","0.8","0.071","0.006999999999999999","4.69","","23.9","1","0","1","08h18m07.62s","124.53175","-68d18m46.80s","-68.313","10.62","10.597999999999999","G (Gaia)","7.101","Ks (2MASS)","M3 V","3367","4.354839473684218","-1.9469999999999998","0.31","0.31","-0.5","[Fe/H]","1"
"3665","L 98-59","c","L 98-59 c","Transit","0","2019","3.690621","0.0324","0.09","2.39","0.007520000000000001","M-R relationship","1.35","0.12","0.012","5.34","","12.4","1","0","1","08h18m07.62s","124.53175","-68d18m46.80s","-68.313","10.62","10.597999999999999","G (Gaia)","7.101","Ks (2MASS)","M3 V","3367","4.354839473684218","-1.9469999999999998","0.31","0.31","-0.5","[Fe/H]","1"
"3666","L 98-59","d","L 98-59 d","Transit","0","2019","7.45086","0.052","0.2","3.09","0.00972","M-R relationship","1.57","0.14","0.013999999999999999","4.39","","4.85","1","0","1","08h18m07.62s","124.53175","-68d18m46.80s","-68.313","10.62","10.597999999999999","G (Gaia)","7.101","Ks (2MASS)","M3 V","3367","4.354839473684218","-1.9469999999999998","0.31","0.31","-0.5","[Fe/H]","1"
"3667","LHS 1140","b","LHS 1140 b","Transit","0","2017","24.736959","0.0936","0.06","6.98","0.02196","Mass","1.7269999999999999","0.154","0.016","7.5","235","0.5","1","0","1","00h44m59.34s","11.24724","-15d16m17.5s","-15.271532","14.99","14.18","V (Johnson)","8.821","Ks (2MASS)","M4.5 V","3216","4.354839473684218","-2.356","0.18","0.21","-0.24","[Fe/H]","5"
"3668","LHS 1140","c","LHS 1140 c","Transit","0","2018","3.777931","0.02675","0.31","1.81","0.00569","Mass","1.2819999999999998","0.114","0.012","4.7","438","6.16","1","0","1","00h44m59.34s","11.24724","-15d16m17.5s","-15.271532","14.99","14.18","V (Johnson)","8.821","Ks (2MASS)","M4.5 V","3216","4.354839473684218","-2.356","0.18","0.21","-0.24","[Fe/H]","5"
"3669","LHS 3844","b","LHS 3844 b","Transit","0","2019","0.46292913","0.006220000000000001","","2.25","0.0070799999999999995","M-R relationship","1.3030000000000002","0.11599999999999999","0.012","5.59","805","70.1","1","0","1","22h41m58.10s","340.492104","-69d10m08.4s","-69.168986","14.9","15.26","V (Johnson)","9.145","Ks (2MASS)","M5","3036","5.06","-2.565","0.15","0.19","0.011107881644409444","[Fe/H]","4.236718483690839"
